Id,SalePrice
1461,11.766130301517055
1462,11.854249902781731
1463,12.004091472390177
1464,12.222856188358248
1465,12.210798965595735
1466,12.061182617625052
1467,12.152611359276518
1468,12.04676484542965
1469,12.153656051168314
1470,11.627404714737347
1471,12.171418491514007
1472,11.652350485634583
1473,11.586705492334664
1474,12.005021539826503
1475,11.790066597368707
1476,12.732343595777266
1477,12.411400538313686
1478,12.583469441562256
1479,12.52441278494291
1480,12.98854482569963
1481,12.572068367439746
1482,12.32338212318231
1483,12.000747847803764
1484,12.121708404190947
1485,12.285231960676082
1486,12.209663547114145
1487,12.539050982682818
1488,12.405887620522545
1489,12.029217213761848
1490,12.190130789964964
1491,12.208812225846087
1492,11.462446378826675
1493,12.25033991082289
1494,12.613556110258196
1495,12.489979624067661
1496,12.249041794047136
1497,11.917502690259052
1498,11.988740137871197
1499,12.02192816612868
1500,11.921401910828935
1501,11.942798709447546
1502,12.016504451766155
1503,12.482098626902436
1504,12.428403589617279
1505,12.268358394450667
1506,12.100498702761389
1507,12.345548293622638
1508,12.180211506868014
1509,11.958963959297323
1510,11.805525847664569
1511,11.80890281486228
1512,11.950686258164485
1513,11.935088026737693
1514,11.917212900983126
1515,12.00577600844284
1516,11.916840712271657
1517,12.079385531692818
1518,11.788241557587156
1519,12.312041705514485
1520,11.70941120496676
1521,11.693289785428421
1522,12.05603621029607
1523,11.426130660471715
1524,11.61263566689932
1525,11.64118616400829
1526,11.600716751961349
1527,11.532923904257187
1528,11.8774554340004
1529,11.800489719944721
1530,12.16897514455273
1531,11.700923380924888
1532,11.504066866901603
1533,11.777588701433297
1534,11.73569984485788
1535,11.845926757449485
1536,11.527040389871113
1537,11.260987350628954
1538,12.051068989907536
1539,12.136213534358125
1540,11.53692900933697
1541,11.865159257016398
1542,11.74970722282395
1543,12.138234921240603
1544,11.404462554225336
1545,11.677477288889431
1546,11.907181162355363
1547,11.770553149064995
1548,11.749351178330537
1549,11.70457773050942
1550,11.767733800733444
1551,11.656409751249523
1552,11.690765425533979
1553,11.737456849801864
1554,11.714555624467955
1555,11.951392356555576
1556,11.433760493699266
1557,11.405741395044794
1558,11.672359252755049
1559,11.192397719522136
1560,11.829109318271653
1561,11.576324804547705
1562,11.845195456714018
1563,11.636932508366417
1564,11.918435047183719
1565,11.977227055185496
1566,12.29340080817878
1567,11.334828948076703
1568,12.25138456719205
1569,11.707758248856052
1570,12.011860311894976
1571,11.745606663923029
1572,11.805916636317514
1573,12.318765200492438
1574,11.63980660612895
1575,12.220175860745487
1576,12.482717752282609
1577,12.202576413657553
1578,11.866138915104678
1579,11.827939450329623
1580,12.324124253343214
1581,11.908114729305886
1582,11.765728692876639
1583,12.620221240828156
1584,12.345329476665857
1585,11.85004745354389
1586,11.364124714439136
1587,11.63258547903083
1588,11.831035616792702
1589,11.524095469861239
1590,11.887887309328738
1591,11.336534019031312
1592,11.682669801023346
1593,11.819912498481683
1594,11.603485733393507
1595,11.461752327891457
1596,12.231158677962997
1597,12.08945143364931
1598,12.223823278894775
1599,12.192557430598464
1600,12.143837238765453
1601,11.132009361561193
1602,11.738716479092695
1603,11.384967459365816
1604,12.35850135820738
1605,12.549161266989824
1606,12.088496092317264
1607,12.095513146030175
